"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"SWE00137942","2006","57.01","14.57","155.0","MOHEDA D, SW","       162","E","        91","E","         2","E","       86","","   500"," ,E,0304,+","  33.2"," ,E,1028, ","    820.7"," ,E"
"SWE00137942","2007","57.01","14.57","155.0","MOHEDA D, SW","       178","E","       106","E","         3","E","       18","","   110"," ,E,0228,+","  32.2"," ,E,0722, ","    933.1"," ,E"
"SWE00137942","2008","57.01","14.57","155.0","MOHEDA D, SW","       194","E","        89","E","         1","E","        6","","    90"," ,E,1213, ","  62.3"," ,E,0804, ","    797.3"," ,E"
"SWE00137942","2009","57.01","14.57","155.0","MOHEDA D, SW","       175","E","        83","E","         2","E","       48","","   180"," ,E,1223, ","  30.2"," ,E,0704, ","    733.4"," ,E"
"SWE00137942","2010","57.01","14.57","155.0","MOHEDA D, SW","       174","E","        87","E","         1","E","      125","","   750"," ,E,0223, ","  46.1"," ,E,0724, ","    759.8"," ,E"
"SWE00137942","2011","57.01","14.57","155.0","MOHEDA D, SW","       177","E","        94","E","         2","E","       85","","   530"," ,E,0108,+","  43.7"," ,E,0622, ","    843.9"," ,E"
"SWE00137942","2012","57.01","14.57","155.0","MOHEDA D, SW","       193","E","        89","E","         1","E","       59","","   230"," ,E,1224, ","  32.8"," ,E,0616, ","    797.8"," ,E"
"SWE00137942","2013","57.01","14.57","155.0","MOHEDA D, SW","       171","E","        78","E","         1","E","","","","","  25.4"," ,E,0521, ","    595.3"," ,E"
"SWE00137942","2014","57.01","14.57","155.0","MOHEDA D, SW","       181","E","        97","E","         2","E","","","","","  57.1"," ,E,0726, ","    834.6"," ,E"
"SWE00137942","2015","57.01","14.57","155.0","MOHEDA D, SW","       183","E","       100","E","         0","E","       27","","   180"," ,E,0205,+","  17.6"," ,E,0725,+","    777.6"," ,E"
"SWE00137942","2016","57.01","14.57","155.0","MOHEDA D, SW","       157","E","        74","E","         0","E","","","","","  24.2"," ,E,1105, ","    539.8"," ,E"
"SWE00137942","2017","57.01","14.57","155.0","MOHEDA D, SW","       194","E","        90","E","         1","E","       20","","   170"," ,E,1215, ","  43.5"," ,E,0606, ","    855.7"," ,E"
"SWE00137942","2018","57.01","14.57","155.0","MOHEDA D, SW","       150","E","        63","E","         0","E","       65","","   220"," ,E,0309, ","  25.0"," ,E,1026, ","    543.5"," ,E"
"SWE00137942","2019","57.01","14.57","155.0","MOHEDA D, SW","       187","E","       101","E","         0","E","       32","","   260"," ,E,0204,+","  21.3"," ,E,0807, ","    861.8"," ,E"
"SWE00137942","2020","57.01","14.57","155.0","MOHEDA D, SW","       204","E","       103","E","         2","E","        4","","    40"," ,E,0227,+","  33.8"," ,E,0620, ","    857.5"," ,E"
"SWE00137942","2021","57.01","14.57","155.0","MOHEDA D, SW","       152","E","        77","E","         6","E","       60","","   240"," ,E,1204, ","  38.5"," ,E,0702, ","    814.0"," ,E"
"SWE00137942","2022","57.01","14.57","155.0","MOHEDA D, SW","       172","E","        77","E","         3","E","       26","","   120"," ,E,0203,+","  38.8"," ,E,0701, ","    663.2"," ,E"
"SWE00137942","2023","57.01","14.57","155.0","MOHEDA D, SW","       165","E","        99","E","         5","E","       34","","   170"," ,E,0308, ","  61.8"," ,E,0626, ","    939.1"," ,E"
"SWE00137942","2024","57.01","14.57","155.0","MOHEDA D, SW","       179","E","        79","E","         0","E","       18","","   170"," ,E,0208, ","  20.4"," ,E,0924,+","    762.8"," ,E"
